entry,name,body_min,body_max,body_bytes,body_sha256,body_ranges,thunk,external,calling_functions,called_functions
0x000fc934,"pb_decode_fixed64",0x000fc934,0x000fc98f,92,af1b6e953fc8a3ec7a66e81a814af0d9d63daf9252f57cc41098f059682e1dcf,"000fc934-000fc98f",false,false,"pb_dec_fixed64@000fc760","pb_read@000fce4c"
0x000fc990,"pb_decode_noinit",0x000fc990,0x000fcb19,392,029445f72fff7b075de52f8afe447528779ea5f16b94869998cd92b9622b932f,"000fc990-000fcae9;000fcaec-000fcb19",false,false,"pb_dec_submessage@000fc7a4;pb_decode@000fc8ec","nanopb_decode_field@000fa776;iter_from_extension@000fad98;pb_decode_tag@000fcb54;pb_field_iter_begin@000fcc68;pb_field_iter_find@000fcc8a;pb_field_iter_next@000fccb8;pb_skip_field@000fcec4"
0x000fcb1a,"pb_decode_svarint",0x000fcb1a,0x000fcb53,58,eb42773d31824cdd8f5c019e4c71ea57bac045c1a5d243dea29e285bf7108be9,"000fcb1a-000fcb53",false,false,"pb_dec_svarint@000fc7e4","pb_decode_varint@000fcb96"
0x000fcb54,"pb_decode_tag",0x000fcb54,0x000fcb95,66,12344a7650028b004ea0530caf3e5b5d73fac821e62fa2c3f01a7793fb3236e4,"000fcb54-000fcb95",false,false,"pb_decode_noinit@000fc990","pb_decode_varint32@000fcbe0"
0x000fcb96,"pb_decode_varint",0x000fcb96,0x000fcbdf,74,3c4bf81d0238dc41f5575c277af322f84ee33b2daf685d8a7f5ffcbe15b4e0b4,"000fcb96-000fcbdf",false,false,"pb_dec_uvarint@000fc83c;pb_dec_varint@000fc894;pb_decode_svarint@000fcb1a","armcc_runtime_lsl64@000f83fc;pb_readbyte@000fcea4"
0x000fcbe0,"pb_decode_varint32",0x000fcbe0,0x000fcc2b,76,49a525087dab7ab3314e014963208fdf012111affe418f0addcf0be84a581787,"000fcbe0-000fcc2b",false,false,"pb_dec_bytes@000fc718;pb_dec_string@000fc766;pb_decode_tag@000fcb54;pb_make_string_substream@000fcdf0;pb_skip_field@000fcec4","pb_readbyte@000fcea4"
0x000fcc2c,"nrf_dfu_init_command_decode_callback",0x000fcc2c,0x000fcc5f,52,c08e499c8947cbda1ff0886b406b814784c674a4f8de681ea7b836cf7f92eba6,"000fcc2c-000fcc5f",false,false,"",""
0x000fcc68,"pb_field_iter_begin",0x000fcc68,0x000fcc89,34,0f329d38f9e220a4d3b4a567471fd9016eecc2454c82856e3057a7be62f03cc8,"000fcc68-000fcc89",false,false,"iter_from_extension@000fad98;pb_decode_noinit@000fc990;pb_field_iter_next@000fccb8;pb_message_set_to_defaults@000fce26",""
0x000fcc8a,"pb_field_iter_find",0x000fcc8a,0x000fccb7,46,fa5e8d12b04da4de646044f4941d5b66d58bf7b0e65ef72b0178d89e6a5818e3,"000fcc8a-000fccb7",false,false,"pb_decode_noinit@000fc990","pb_field_iter_next@000fccb8"
0x000fccb8,"pb_field_iter_next",0x000fccb8,0x000fcd35,126,01db76fcc82ab7b9f2ee4e00f3c264e428b80bda7fe7dc8787c77bb763b2a207,"000fccb8-000fcd35",false,false,"pb_decode_noinit@000fc990;pb_field_iter_find@000fcc8a;pb_message_set_to_defaults@000fce26","pb_field_iter_begin@000fcc68"
0x000fcd36,"pb_field_set_to_default",0x000fcd36,0x000fcdd9,164,d43378721b0d054cfe5a6eaf51b0e89c5af07c8a7e645c00efdec5705c9bcdc3,"000fcd36-000fcdd9",false,false,"pb_field_set_to_default@000fcd36;pb_message_set_to_defaults@000fce26","memmove@000f841a;armcc_memclr@000f846a;iter_from_extension@000fad98;pb_field_set_to_default@000fcd36;pb_message_set_to_defaults@000fce26"
0x000fcddc,"pb_istream_from_buffer",0x000fcddc,0x000fcde9,14,47550b19ad7d376bfe2d399a7262c65c8fce12db65a51fb851633ccda906197f,"000fcddc-000fcde9",false,false,"nanopb_decode_field@000fa776;stored_init_cmd_decode@000fd504",""
0x000fcdf0,"pb_make_string_substream",0x000fcdf0,0x000fce25,54,9f0c155b04ce000e2bc1cf9b0fe1114bfd598958cc9184282d602b8b04d1ac53,"000fcdf0-000fce25",false,false,"nanopb_decode_field@000fa776;pb_dec_submessage@000fc7a4","pb_decode_varint32@000fcbe0"
0x000fce26,"pb_message_set_to_defaults",0x000fce26,0x000fce4b,38,fa371cfc257df9fcab9ad06b9e492ca546dbb50fc3652bdaa30f26abdb58a54e,"000fce26-000fce4b",false,false,"nanopb_decode_field@000fa776;pb_decode@000fc8ec;pb_field_set_to_default@000fcd36","pb_field_iter_begin@000fcc68;pb_field_iter_next@000fccb8;pb_field_set_to_default@000fcd36"
0x000fce4c,"pb_read",0x000fce4c,0x000fce9f,84,7f0199daf98ded7d16d8a77fb235be0d85c282866e8c942fcdc70df7cf2a81cb,"000fce4c-000fce9f",false,false,"pb_dec_bytes@000fc718;pb_dec_string@000fc766;pb_decode_fixed32@000fc90a;pb_decode_fixed64@000fc934;pb_read@000fce4c;pb_skip_field@000fcec4;read_raw_value@000fd1e0","pb_read@000fce4c"
0x000fcea4,"pb_readbyte",0x000fcea4,0x000fcec3,32,0d8fc491275587a480576ee1500dd95d32c57b87e5c558687cb778674f046686,"000fcea4-000fcec3",false,false,"pb_decode_varint@000fcb96;pb_decode_varint32@000fcbe0",""
0x000fcec4,"pb_skip_field",0x000fcec4,0x000fcf1d,90,3a2052c759056e350581061bc8dbc5b73ff3a4e321aa9aad16612da6215fb486,"000fcec4-000fcf1d",false,false,"nanopb_decode_field@000fa776;pb_decode_noinit@000fc990","pb_decode_varint32@000fcbe0;pb_read@000fce4c"
0x000fcf20,"nrf_dfu_validation_postvalidate_impl",0x000fcf20,0x000fcfe3,196,86e1dd35d0bbb3a1cca689b0c9a8a15cb7b4026250732876367f71e2a71de747,"000fcf20-000fcfe3",false,false,"nrf_dfu_validation_postvalidate@000fbb70","memmove@000f841a;boot_validation_extract@000fa40c;crc32_compute@000fa65c;fw_hash_ok@000faafc;nrf_dfu_bank_invalidate@000fb518;nrf_dfu_settings_progress_reset@000fb9b0;postvalidate@000fcff0"
0x000fcff0,"postvalidate",0x000fcff0,0x000fd0e3,244,63a4122c5aecae004227914824e7bdc5c6f552900b236da149c9164d4ec5fa6c,"000fcff0-000fd0e3",false,false,"nrf_dfu_validation_postvalidate_impl@000fcf20","memmove@000f841a;armcc_memclr@000f846a;boot_validation_extract@000fa40c;is_major_softdevice_update@000fad38;nrf_dfu_bank_invalidate@000fb518"
0x000fd0f0,"queue_free",0x000fd0f0,0x000fd0f9,10,e744d1a5450254363b396aebcbaeb3fc5e08ed69684433506e8684951e17ef8f,"000fd0f0-000fd0f9",false,false,"nrf_fstorage_sys_evt_handler@000fbf90;queue_process@000fd104","nrf_atfifo_item_free@000fae44"
0x000fd104,"queue_process",0x000fd104,0x000fd193,144,fe8134d73b64628f4d3ceaa86f6f251182723b2789e930e1b0eb82ed3b45dce6,"000fd104-000fd193",false,false,"nrf_fstorage_sys_evt_handler@000fbf90;queue_start@000fd1a0","event_send@000faa66;nrf_atfifo_item_get@000fae5a;nrf_fstorage_sys_evt_handler@000fbf90;queue_free@000fd0f0"
0x000fd1a0,"queue_start",0x000fd1a0,0x000fd1bd,30,c05ff0ea62cb6550ea1df807d19d30a7075c5bcb4d85c8d582859e64861e44d9,"000fd1a0-000fd1bd",false,false,"nrf_fstorage_sd_erase@000fa9e4;nrf_fstorage_sd_write@000fd818","nrf_atomic_u32_fetch_or@000fae8c;queue_process@000fd104"
0x000fd1c4,"nrf_fstorage_nvmc_read",0x000fd1c4,0x000fd1d1,14,c579a44c71c08de8c8d19bf0ced574ce28f36500f15b59f37f9ae16ad21471ca,"000fd1c4-000fd1d1",false,false,"","memmove@000f841a"
0x000fd1d2,"nrf_fstorage_sd_read",0x000fd1d2,0x000fd1df,14,8b29da2417f84cb0536ce5fae6af5639f8dd853aec12468139ecb5fbee07bb6a,"000fd1d2-000fd1df",false,false,"","memmove@000f841a"
0x000fd1e0,"read_raw_value",0x000fd1e0,0x000fd241,98,0e9d44f2db0d7a0065fd69ec68ed8e6dcdab5e1ed61a10eefd412781694ab7a4,"000fd1e0-000fd241",false,false,"nanopb_decode_field@000fa776","pb_read@000fce4c"
0x000fd242,"response_crc_add",0x000fd242,0x000fd261,32,02fe105d8539c209065851ef23f69304578d1a25d39ba5a4c9120d101ee8a154,"000fd242-000fd261",false,false,"ble_dfu_req_handler_callback@000fa060","uint32_encode@000fd6d0"
0x000fd264,"response_send",0x000fd264,0x000fd28b,40,bb2b8867321d35e51d9e96b5ecb5c79e7ff326eeabed5fd04272a569de653400,"000fd264-000fd28b",false,false,"ble_dfu_req_handler_callback@000fa060",""
0x000fd298,"nrf_fstorage_nvmc_rmap",0x000fd298,0x000fd29b,4,551d2f51b714798f636aae0619271e7bdf2fd8bfdc6fabfd44404111ae5b82cf,"000fd298-000fd29b",false,false,"",""
0x000fd29c,"nrf_fstorage_sd_rmap",0x000fd29c,0x000fd29f,4,551d2f51b714798f636aae0619271e7bdf2fd8bfdc6fabfd44404111ae5b82cf,"000fd29c-000fd29f",false,false,"",""
0x000fd2a0,"nrf_bootloader_sd_activate",0x000fd2a0,0x000fd2e9,74,d2b705b245eaeae1b4c36d37cf1aa147250431aa7476a6be20be3a8e348a1439,"000fd2a0-000fd2e9",false,false,"nrf_bootloader_fw_activate@000fb044","image_copy@000fac3c;nrf_dfu_settings_write_and_backup@000fbae0;nrf_dfu_softdevice_start_address@000fbb00"
0x000fd2f4,"sd_req_check",0x000fd2f4,0x000fd333,64,cf50713cf421329b1a598ebc59e58a17e858c4f0f148320cfe5ce2426de52106,"000fd2f4-000fd333",false,false,"sd_req_ok@000fd338",""
0x000fd338,"sd_req_ok",0x000fd338,0x000fd39b,100,e4ecc8512b0bc7046bbf36f4b7fbb3992598a62627bfab502c28afb8f3237987,"000fd338-000fd39b",false,false,"nrf_dfu_ver_validation_check@000fbe48","sd_req_check@000fd2f4"
0x000fd3a0,"sdh_request_observer_notify",0x000fd3a0,0x000fd3cb,42,3052bfde1d134c05042a32dfd4ae18eba25cbe3c24d7671400b188ff1231daad,"000fd3a0-000fd3ad;000fd3b0-000fd3cb",false,false,"nrf_sdh_disable_request@000fc244;nrf_sdh_enable_request@000fc298","nrf_section_iter_init@000fc394;nrf_section_iter_next@000fc3c2"
0x000fd3d0,"sdh_state_observer_notify",0x000fd3d0,0x000fd3f5,36,c7ecede36dfa8d9ef1b973a1b2beb4a53a9db1f4c2e3f13e3210f7a2ef4b2798,"000fd3d0-000fd3dd;000fd3e0-000fd3f5",false,false,"nrf_sdh_disable_request@000fc244;nrf_sdh_enable_request@000fc298","nrf_section_iter_init@000fc394;nrf_section_iter_next@000fc3c2"
0x000fd3fc,"settings_backup",0x000fd3fc,0x000fd407,12,6643bf28e6a39993ecc24185c74f5375bb3e602791c69ad3e86614a64f02b51a,"000fd3fc-000fd407",false,false,"nrf_dfu_settings_backup@000fb988;nrf_dfu_settings_write_and_backup@000fbae0","settings_write@000fd41a"
0x000fd410,"settings_crc_get",0x000fd410,0x000fd419,10,735feb9d7b2d61c1e072ab20a55cacb0b279ecaafb63d0609694cf1394c03158,"000fd410-000fd419",false,false,"crc_ok@000fa698;nrf_dfu_settings_write@000fbaac","crc32_compute@000fa65c"
0x000fd41a,"settings_write",0x000fd41a,0x000fd469,80,a122b02ab93ff147112df06b527f1fa2da1310f95d59224f4b0350d7d88c6808,"000fd41a-000fd469",false,false,"nrf_dfu_settings_write@000fbaac;settings_backup@000fd3fc","memmove@000f841a;memcmp@000f848e;nrf_dfu_flash_erase@000fb6cc;nrf_dfu_flash_store@000fb6f8"
0x000fd46c,"softdevice_evt_irq_disable",0x000fd46c,0x000fd4a7,60,6f0858643952038f6a988b417bf76b7c931659b2cbb9db50e1228269419f952e,"000fd46c-000fd4a7",false,false,"nrf_sdh_disable_request@000fc244","__sd_nvic_app_accessible_irq@000f9c64;app_error_handler_bare@000f9dc4"
0x000fd4ac,"softdevices_evt_irq_enable",0x000fd4ac,0x000fd4fb,80,eb6c7d62f974917bcad52e80269a34e15af4d0cf87f79e1ec071bb7956e11c9e,"000fd4ac-000fd4fb",false,false,"nrf_sdh_enable_request@000fc298","__sd_nvic_app_accessible_irq@000f9c64;app_error_handler_bare@000f9dc4"
0x000fd504,"stored_init_cmd_decode",0x000fd504,0x000fd5af,172,6a345006d3895793337a1789a768625d7ce87413263d61041a7a9d72a5bc15e0,"000fd504-000fd5af",false,false,"nrf_dfu_validation_init@000fbc28;nrf_dfu_validation_init_cmd_execute@000fbcc8","armcc_memclr@000f846a;pb_decode@000fc8ec;pb_istream_from_buffer@000fcddc"
0x000fd5cc,"timer_activate",0x000fd5cc,0x000fd621,86,8134a83e36c94816e0d95203aaf07ab495ec9646f362d49295b908ac8087f1ab,"000fd5cc-000fd621",false,false,"RTC2_IRQHandler@000f9998;timer_start@000fd6a0","nrf_rtc_event_clear@000fc114;nrfx_coredep_delay_machine_code_dfu_timers@000fd8b0"
0x000fd62c,"timer_init",0x000fd62c,0x000fd68b,96,9aca305f2347676599827273eadb7f27f4b76ce9dfb8207d28712e18d7c0da6b,"000fd62c-000fd68b",false,false,"timer_start@000fd6a0","nrf_rtc_event_clear@000fc114"
0x000fd6a0,"timer_start",0x000fd6a0,0x000fd6b9,26,a40a908dd9187f911b8eb0e22de20d7d4527e7ca2a5fbe3084099c6eabd16d7f,"000fd6a0-000fd6b9",false,false,"nrf_bootloader_dfu_inactivity_timer_restart@000fafdc;nrf_bootloader_wdt_feed_timer_start@000fb1ac","timer_activate@000fd5cc;timer_init@000fd62c"
0x000fd6bc,"timer_stop",0x000fd6bc,0x000fd6cb,16,79f49349a0a43f4e27052ec3d49bf1ade875956495d9d362ce97a8f957e88eac,"000fd6bc-000fd6cb",false,false,"RTC2_IRQHandler@000f9998;nrf_bootloader_dfu_inactivity_timer_restart@000fafdc",""
0x000fd6d0,"uint32_encode",0x000fd6d0,0x000fd6e1,18,0111299d7841e5eb33fbbbffa536834512131a606ef63ba5d713abccd751b4f4,"000fd6d0-000fd6e1",false,false,"ble_dfu_req_handler_callback@000fa060;response_crc_add@000fd242",""
0x000fd6e4,"nrf_fstorage_nvmc_uninit",0x000fd6e4,0x000fd6ef,12,5e62870a724b207e7bcdaae70321add92ec23509168c214fd69641f04e28f9b7,"000fd6e4-000fd6ef",false,false,"","nrf_atomic_flag_clear@000fae86"
0x000fd6f4,"nrf_fstorage_sd_uninit",0x000fd6f4,0x000fd709,22,88cb069d401c3036ab94bbdb48c11e6c55ba8fa3d9936eabcf304cfb58cd9da6,"000fd6f4-000fd709",false,false,"","armcc_memclr@000f846a;nrf_atfifo_clear@000fadf8"
0x000fd714,"update_data_size_get",0x000fd714,0x000fd767,84,fb3f99818fcdb91e5e00ec119ebfcdd559f10a8eadc390cd56ece6815d6ea6f7,"000fd714-000fd767",false,false,"nrf_dfu_validation_init_cmd_execute@000fbcc8",""
0x000fd76c,"verify_context",0x000fd76c,0x000fd785,26,48756f814ab11e6cc66a45ecc56a6b466698b0d9c44198a4fca744b8ae5d4fe1,"000fd76c-000fd785",false,false,"nrf_crypto_hash_finalize@000fb320;nrf_crypto_hash_update@000fb3b8",""
0x000fd78c,"wdt_feed",0x000fd78c,0x000fd7bb,48,7fb46498f42bbadc8287fde9899ba5fff302328024e9d819552bb9f1ba2be690,"000fd78c-000fd7bb",false,false,"nrf_bootloader_wdt_feed@000fb198;nrf_bootloader_wdt_init@000fb1c0","nrf_wdt_started@000fc440"
0x000fd7c8,"wdt_feed_timer_handler",0x000fd7c8,0x000fd7cb,4,9f55df6d28ca20571e0a8c6a8466f4ccbc476981a4304d8a74cc612327f1c457,"000fd7c8-000fd7cb",true,false,"",""
0x000fd7cc,"nrf_fstorage_nvmc_wmap",0x000fd7cc,0x000fd7cf,4,a7ddd513d149ea16fdd4db3f82267f83087aeaddd06b5dde5468adb704205fc4,"000fd7cc-000fd7cf",false,false,"",""
0x000fd7d0,"nrf_fstorage_sd_wmap",0x000fd7d0,0x000fd7d3,4,a7ddd513d149ea16fdd4db3f82267f83087aeaddd06b5dde5468adb704205fc4,"000fd7d0-000fd7d3",false,false,"",""
0x000fd7d4,"nrf_fstorage_nvmc_write",0x000fd7d4,0x000fd813,64,7e888f3123aa5161e476e1588e481dfb45bb9e0f39a8ed699de18ac9cca8da80,"000fd7d4-000fd813",false,false,"","nrf_fstorage_nvmc_event_send@000faa30;nrf_atomic_flag_clear@000fae86;nrf_atomic_u32_fetch_or@000fae8c;nrf_nvmc_write_words@000fc0d0"
0x000fd818,"nrf_fstorage_sd_write",0x000fd818,0x000fd861,74,c46fc9be40da04f839b43542fd130f18df8ff602454bdc24bd478e81129000bb,"000fd818-000fd861",false,false,"","armcc_memclr@000f846a;nrf_atfifo_item_alloc@000fae2e;nrf_atfifo_item_put@000fae70;queue_start@000fd1a0"
0x000fd8b0,"nrfx_coredep_delay_machine_code_dfu_timers",0x000fd8b0,0x000fd8b5,6,583d680532875ef2b855cbedbdfcdbdd74329d19ba88d3e52c36b6b634a75165,"000fd8b0-000fd8b5",false,false,"timer_activate@000fd5cc",""
0x000fdaa0,"nrfx_coredep_delay_machine_code_ble_dfu",0x000fdaa0,0x000fdaa5,6,583d680532875ef2b855cbedbdfcdbdd74329d19ba88d3e52c36b6b634a75165,"000fdaa0-000fdaa5",false,false,"ble_dfu_transport_close@000fa118",""
